memories,NNS,1
he,PP,1
had,VHD,1
never,RB,1
made,VVN,1
stories,NNS,1
he,PP,1
'd,VHD,1
never,RB,1
been,VBN,1
part,NN,1
of,IN,1
They,PP,1
were,VBD,1
his,PP$,1
only,JJ,1
tangible,JJ,1
link,NN,1
to,TO,1
a,DAT,1
family,NN,1
he,PP,1
never,RB,1
got,VVD,1
to,TO,1
know,VV,1
The,DAT,1
marshlands,NNS,1
surrounding,VVG,1
Pip,NP,1
seemed,VVD,1
to,TO,1
stretch,VV,1
endlessly,RB,1
lending,VVG,1
the,DAT,1
scene,NN,1
an,DAT,1
air,NN,1
of,IN,1
desolation,NN,1
Far,RB,1
in,IN,1
the,DAT,1
distance,NN,1
one,PP,1
could,MD,1
discern,VV,1
the,DAT,1
masts,NNS,1
of,IN,1
ships,NNS,1
hinting,VVG,1
at,IN,1
the,DAT,1
presence,NN,1
of,IN,1
the,DAT,1
river,NN,1
and,CO,1
the,DAT,1
forlorn,JJ,1
steeple,NN,1
of,IN,1
a,DAT,1
church,NN,1
stood,VVD,1
as,IN,1
a,DAT,1
silent,JJ,1
witness,NN,1
to,TO,1
Pip,NP,1
's,GE,1
contemplations,NNS,1
The,DAT,1
only,JJ,1
sound,NN,1
that,DT,1
broke,VVD,1
the,DAT,1
somber,JJ,1
stillness,NN,1
was,VBD,1
the,DAT,1
mournful,JJ,1
call,NN,1
of,IN,1
birds,NNS,1
overhead,JJ,1
perhaps,RB,1
echoing,VVG,1
Pip,NP,1
's,GE,1
own,JJ,1
feelings,NNS,1
of,IN,1
solitude,NN,1
However,RB,1
the,DAT,1
curtain,NN,1
of,IN,1
silence,NN,1
and,CO,1
reflection,NN,1
was,VBD,1
soon,RB,1
to,TO,1
be,VB,1
pierced,VVN,1
From,IN,1
the,DAT,1
veil,NN,1
of,IN,1
the,DAT,1
encroaching,VVG,1
evening,NN,1
a,DAT,1
figure,NN,1
fearsome,JJ,1
and,CO,1
haggard,JJ,1
suddenly,RB,1
appeared,VVD,1
its,PP$,1
presence,NN,1
immediately,RB,1
filling,VVG,1
the,DAT,1
scene,NN,1
with,IN,1
palpable,JJ,1
tension,NN,1
This,DT,1
man,NN,1
with,IN,1
an,DAT,1
appearance,NN,1
as,IN,1
rugged,JJ,1
as,IN,1
the,DAT,1
marsh,NN,1
itself,PP,1
bore,VVD,1
the,DAT,1
unmistakable,JJ,1
signs,NNS,1
of,IN,1
imprisonment,NN,1
His,PP$,1
garments,NNS,1
were,VBD,1
tattered,VVN,1
remnants,NNS,1
of,IN,1
a,DAT,1
uniform,NN,1
and,CO,1
the,DAT,1
chains,NNS,1
that,THAT,1
bound,VVN,1
him,PP,1
spoke,VVD,1
of,IN,1
captivity,NN,1
and,CO,1
perhaps,RB,1
stories,NNS,1
of,IN,1
crimes,NNS,1
and,CO,1
penance,NN,1
The,DAT,1
moment,NN,1
this,DT,1
stranger,NN,1
's,GE,1
eyes,NNS,1
fixed,VVN,1
upon,IN,1
Pip,NP,1
he,PP,1
lunged,VVD,1
seizing,VVG,1
the,DAT,1
boy,NN,1
with,IN,1
a,DAT,1
grip,NN,1
that,DT,1
seemed,VVD,1
fueled,VVN,1
by,IN,1
desperation,NN,1
and,CO,1
wild,JJ,1
fear,NN,1
His,PP$,1
voice,NN,1
though,CO,1
rough,JJ,1
and,CO,1
edged,VVD,1
with,IN,1
threat,NN,1
betrayed,VVN,1
an,DAT,1
undercurrent,NN,1
of,IN,1
urgent,JJ,1
need,NN,1
He,PP,1
questioned,VVD,1
Pip,NP,1
seeking,VVG,1
to,TO,1
ascertain,VV,1
who,PWH,1
the,DAT,1
boy,NN,1
was,VBD,1
and,CO,1
if,CO,1
he,PP,1
was,VBD,1
alone,RB,1
Each,DT,1
query,NN,1
seemed,VVD,1
to,TO,1
carry,VV,1
with,IN,1
it,PP,1
an,DAT,1
unspoken,JJ,1
warning,NN,1
ensuring,VVG,1
Pip,NP,1
's,GE,1
cooperation,NN,1
Once,RB,1
satisfied,VVN,1
that,THAT,1
Pip,NP,1
was,VBD,1
indeed,RB,1
alone,RB,1
and,CO,1
posed,VVD,1
no,DT,1
immediate,JJ,1
threat,NN,1
the,DAT,1
man,NN,1
's,GE,1
demands,NNS,1
became,VVD,1
clearer,JJR,1
With,IN,1
a,DAT,1
throat,NN,1
parched,VVN,1
from,IN,1
exposure,NN,1
and,CO,1
possibly,RB,1
from,IN,1
the,DAT,1
weight,NN,1
of,IN,1
his,PP$,1
own,JJ,1
life,NN,1
's,GE,1
regrets,NNS,1
he,PP,1
spoke,VVD,1
of,IN,1
his,PP$,1
need,NN,1
for,IN,1
wittles,NNS,1
or,CO,1
food,NN,1
and,CO,1
a,DAT,1
file,NN,1
The,DAT,1
latter,NN,1
undoubtedly,RB,1
to,TO,1
rid,VV,1
himself,PP,1
of,IN,1
the,DAT,1
heavy,JJ,1
chains,NNS,1
that,DT,1
seemed,VVD,1
as,IN,1
much,RB,1
a,DAT,1
part,NN,1
of,IN,1
him,PP,1
as,IN,1
his,PP$,1
own,JJ,1
limbs,NNS,1
In,IN,1
his,PP$,1
interactions,NNS,1
with,IN,1
Pip,NP,1
glimpses,NNS,1
of,IN,1
this,DT,1
convict,JJ,1
's,GE,1
layered,VVN,1
psyche,NN,1
became,VVD,1
evident,JJ,1
Despite,IN,1
his,PP$,1
haggard,JJ,1
appearance,NN,1
and,CO,1
threatening,VVG,1
demeanor,NN,1
there,EX,1
were,VBD,1
moments,NNS,1
where,PWS,1
one,PP,1
could,MD,1
discern,VV,1
traces,NNS,1
of,IN,1
humanity,NN,1
His,PP$,1
own,JJ,1
recognition,NN,1
of,IN,1
Pip,NP,1
's,GE,1
orphaned,VVN,1
state,NN,1
given,VVN,1
away,RB,1
by,IN,1
the,DAT,1
multitude,NN,1
of,IN,1
family,NN,1
gravestones,NNS,1
seemed,VVD,1
to,TO,1
momentarily,RB,1
soften,VV,1
him,PP,1
But,CO,1
this,DT,1
fleeting,JJ,1
moment,NN,1
of,IN,1
connection,NN,1
was,VBD,1
soon,RB,1
overshadowed,VVN,1
by,IN,1
the,DAT,1
urgency,NN,1
of,IN,1
his,PP$,1
situation,NN,1
To,TO,1
ensure,VV,1
Pip,NP,1
's,GE,1
complete,JJ,1
obedience,NN,1
to,TO,1
his,PP$,1
demands,NNS,1
the,DAT,1
man,NN,1
concocted,VVN,1
a,DAT,1
tale,NN,1
of,IN,1
a,DAT,1
second,JJ,1
more,RBR,1
sinister,JJ,1
accomplice,NN,1
lurking,VVG,1
nearby,RB,1
who,PWH,1
would,MD,1
visit,VV,1
unspeakable,JJ,1
horrors,NNS,1
upon,IN,1
Pip,NP,1
should,MD,1
he,PP,1
not,XX,1
comply,VV,1
The,DAT,1
world,NN,1
of,IN,1
the,DAT,1
marshes,NNS,1
which,DTW,1
till,IN,1
this,DT,1
moment,NN,1
had,VHD,1
been,VBN,1
a,DAT,1
realm,NN,1
of,IN,1
reflection,NN,1
for,IN,1
Pip,NP,1
transformed,VVD,1
The,DAT,1
vastness,NN,1
which,DTW,1
had,VHD,1
once,RB,1
been,VBN,1
a,DAT,1
backdrop,NN,1
for,IN,1
his,PP$,1
daydreams,NNS,1
now,RB,1
loomed,VVD,1
large,JJ,1
with,IN,1
the,DAT,1
foreboding,NN,1
of,IN,1
hidden,JJ,1
threats,NNS,1
Every,DT,1
shadow,NN,1
seemed,VVD,1
to,TO,1
hide,VV,1
a,DAT,1
secret,NN,1
and,CO,1
every,DT,1
gust,NN,1
of,IN,1
wind,NN,1
whispered,VVN,1
of,IN,1
dangers,NNS,1
unknown,JJ,1
As,IN,1
Pip,NP,1
began,VVD,1
to,TO,1
trudge,VV,1
back,RB,1
home,RB,1
the,DAT,1
weight,NN,1
of,IN,1
this,DT,1
encounter,NN,1
pressed,VVN,1
heavily,RB,1
upon,IN,1
him,PP,1
The,DAT,1
familiar,JJ,1
path,NN,1
now,RB,1
seemed,VVD,1
fraught,JJ,1
with,IN,1
unseen,JJ,1
dangers,NNS,1
The,DAT,1
young,JJ,1
boy,NN,1
's,GE,1
heart,NN,1
raced,VVD,1
not,XX,1
just,RB,1
from,IN,1
the,DAT,1
chilling,JJ,1
encounter,NN,1
but,CO,1
also,RB,1
from,IN,1
the,DAT,1
heavy,JJ,1
responsibility,NN,1
now,RB,1
thrust,VVD,1
upon,IN,1
him,PP,1
Each,DT,1
step,NN,1
he,PP,1
took,VVD,1
was,VBD,1
accompanied,VVN,1
by,IN,1
the,DAT,1
lingering,VVG,1
echo,NN,1
of,IN,1
the,DAT,1
convict,JJ,1
's,GE,1
voice,NN,1
and,CO,1
the,DAT,1
unseen,JJ,1
presence,NN,1
of,IN,1
the,DAT,1
imagined,VVN,1
more,RBR,1
sinister,JJ,1
accomplice,NN,1
In,IN,1
this,DT,1
expansive,JJ,1
marsh,NN,1
under,IN,1
the,DAT,1
ever,RB,1
darkening,VVG,1
sky,NN,1
the,DAT,1
opening,NN,1
chapter,NN,1
of,IN,1
Pip,NP,1
's,GE,1
tale,NN,1
unfolds,VVZ,1
setting,VVG,1
the,DAT,1
stage,NN,1
for,IN,1
a,DAT,1
journey,NN,1
that,DT,1
promises,VVZ,1
to,TO,1
be,VB,1
as,IN,1
winding,VVG,1
and,CO,1
unpredictable,JJ,1
as,IN,1
the,DAT,1
marshlands,NNS,1
themselves,PP,1
A,DAT,1
journey,NN,1
where,PWS,1
Pip,NP,1
's,GE,1
fate,NN,1
becomes,VVZ,1
irrevocably,RB,1
intertwined,VVN,1
with,IN,1
that,DT,1
of,IN,1
the,DAT,1
mysterious,JJ,1
convict,VV,1
and,CO,1
the,DAT,1
shadows,NNS,1
of,IN,1
the,DAT,1
marsh,NN,1
Within,IN,1
the,DAT,1
humble,JJ,1
abode,NN,1
of,IN,1
the,DAT,1
Gargery,NP,1
family,NN,1
nestled,VVN,1
in,IN,1
the,DAT,1
outskirts,NNS,1
of,IN,1
the,DAT,1
marshy,JJ,1
lands,NNS,1
of,IN,1
Kent,NP,1
the,DAT,1
atmosphere,NN,1
was,VBD,1
thick,JJ,1
with,IN,1
anticipation,NN,1
as,IN,1
evening,NN,1
began,VVD,1
its,PP$,1
descent,NN,1
The,DAT,1
quaint,JJ,1
house,NN,1
though,RB,1
modest,JJ,1
in,IN,1
appearance,NN,1
was,VBD,1
a,DAT,1
sanctuary,NN,1
for,IN,1
Pip,NP,1
and,CO,1
its,PP$,1
familiar,JJ,1
surroundings,NN,1
provided,VVD,1
a,DAT,1
comforting,JJ,1
contrast,NN,1
to,TO,1
the,DAT,1
desolate,JJ,1
and,CO,1
unpredictable,JJ,1
expanse,NN,1
of,IN,1
the,DAT,1
marshes,NNS,1
outside,JJ,1
In,IN,1
the,DAT,1
kitchen,NN,1
the,DAT,1
heart,NN,1
of,IN,1
the,DAT,1
home,NN,1
Mrs,NN,1
Joe,NP,1
Gargery,NP,1
Pip,NP,1
's,GE,1
elder,JJR,1
sister,NN,1
and,CO,1
guardian,NN,1
moved,VVD,1
about,RB,1
with,IN,1
an,DAT,1
air,NN,1
of,IN,1
authority,NN,1
She,PP,1
was,VBD,1
a,DAT,1
formidable,JJ,1
figure,NN,1
tall,JJ,1
and,CO,1
thin,JJ,1
with,IN,1
an,DAT,1
unyielding,JJ,1
demeanor,NN,1
that,DT,1
seemed,VVD,1
etched,VVN,1
onto,IN,1
her,PP$,1
face,NN,1
Her,PP$,1
features,NNS,1
bore,VVD,1
the,DAT,1
marks,NNS,1
of,IN,1
a,DAT,1
life,NN,1
shaped,VVN,1
more,RBR,1
by,IN,1
responsibility,NN,1
than,IN,1
by,IN,1
joy,NN,1
To,TO,1
aid,VV,1
her,PP,1
in,IN,1
her,PP$,1
domestic,JJ,1
duties,NNS,1
was,VBD,1
a,DAT,1
stick,NN,1
she,PP,1
fondly,RB,1
referred,VVD,1
to,TO,1
as,IN,1
Tickler,NP,1
an,DAT,1
instrument,NN,1
of,IN,1
punishment,NN,1
and,CO,1
in,IN,1
her,PP$,1
eyes,NNS,1
discipline,NN,1
Joe,NP,1
Gargery,NP,1
the,DAT,1
village,NN,1
blacksmith,NN,1
and,CO,1
husband,NN,1
to,TO,1
Mrs,NN,1
Joe,NP,1
was,VBD,1
a,DAT,1
stark,JJ,1
contrast,NN,1
to,TO,1
his,PP$,1
wife,NN,1
Towering,JJ,1
and,CO,1
burly,JJ,1
from,IN,1
his,PP$,1
profession,NN,1
's,GE,1
demands,NNS,1
his,PP$,1
exterior,NN,1
belied,VVD,1
a,DAT,1
gentle,JJ,1
and,CO,1
kind,NN,1
hearted,VVD,1
nature,NN,1
Joe,NP,1
's,GE,1
eyes,NNS,1
always,RB,1
with,IN,1
a,DAT,1
hint,NN,1
of,IN,1
a,DAT,1
twinkle,NN,1
spoke,VVD,1
of,IN,1
a,DAT,1
man,NN,1
content,NN,1
with,IN,1
his,PP$,1
simple,JJ,1
life,NN,1
finding,VVG,1
joy,NN,1
in,IN,1
the,DAT,1
rhythm,NN,1
of,IN,1
his,PP$,1
hammer,NN,1
and,CO,1
anvil,NN,1
and,CO,1
the,DAT,1
warmth,NN,1
of,IN,1
his,PP$,1
hearth,NN,1
But,CO,1
on,IN,1
this,DT,1
particular,JJ,1
evening,NN,1
the,DAT,1
usual,JJ,1
calm,NN,1
of,IN,1
the,DAT,1
Gargery,NP,1
household,NN,1
was,VBD,1
disturbed,VVN,1
Pip,NP,1
fresh,JJ,1
from,IN,1
his,PP$,1
harrowing,VVG,1
encounter,NN,1
with,IN,1
the,DAT,1
convict,VV,1
on,IN,1
the,DAT,1
marshes,NNS,1
was,VBD,1
a,DAT,1
cauldron,NN,1
of,IN,1
emotions,NNS,1
The,DAT,1
weight,NN,1
of,IN,1
the,DAT,1
convict,JJ,1
's,GE,1
demands,NNS,1
coupled,VVN,1
with,IN,1
the,DAT,1
looming,VVG,1
threat,NN,1
of,IN,1
the,DAT,1
imagined,VVN,1
sinister,JJ,1
accomplice,NN,1
pressed,VVN,1
heavily,RB,1
on,IN,1
his,PP$,1
young,JJ,1
heart,NN,1
Each,DT,1
creak,VV,1
of,IN,1
the,DAT,1
floorboards,NNS,1
each,DT,1
gust,NN,1
of,IN,1
wind,NN,1
outside,NN,1
sent,VVD,1
Pip,NP,1
's,GE,1
heart,NN,1
racing,NN,1
with,IN,1
fear,NN,1
and,CO,1
anxiety,NN,1
As,IN,1
Mrs,NN,1
Joe,NP,1
prepared,VVD,1
their,PP$,1
humble,JJ,1
evening,NN,1
meal,NN,1
Pip,NP,1
's,GE,1
mind,NN,1
raced,VVD,1
He,PP,1
was,VBD,1
tormented,VVN,1
by,IN,1
the,DAT,1
moral,JJ,1
quandary,NN,1
before,IN,1
him,PP,1
Should,MD,1
he,PP,1
steal,VV,1
the,DAT,1
food,NN,1
and,CO,1
file,VV,1
for,IN,1
the,DAT,1
desperate,JJ,1
convict,VV,1
and,CO,1
thus,RB,1
betray,VV,1
his,PP$,1
own,JJ,1
family,NN,1
Or,CO,1
should,MD,1
he,PP,1
risk,VV,1
the,DAT,1
wrath,NN,1
of,IN,1
the,DAT,1
man,NN,1
and,CO,1
his,PP$,1
unseen,JJ,1
malevolent,JJ,1
partner,NN,1
Dinner,NN,1
at,IN,1
the,DAT,1
Gargery,NP,1
household,NN,1
was,VBD,1
a,DAT,1
simple,JJ,1
affair,NN,1
A,DAT,1
loaf,NN,1
of,IN,1
bread,NN,1
butter,NN,1
some,DT,1
cheese,NN,1
and,CO,1
milk,NN,1
graced,VVD,1
their,PP$,1
table,NN,1
But,CO,1
tonight,RB,1
the,DAT,1
food,NN,1
took,VVD,1
on,IN,1
a,DAT,1
different,JJ,1
significance,NN,1
for,IN,1
Pip,NP,1
Each,DT,1
morsel,NN,1
was,VBD,1
a,DAT,1
reminder,NN,1
of,IN,1
the,DAT,1
convict,JJ,1
's,GE,1
plea,NN,1
his,PP$,1
desperation,NN,1
As,IN,1
Pip,NP,1
observed,VVD,1
Joe,NP,1
buttering,VVG,1
the,DAT,1
bread,NN,1
he,PP,1
could,MD,1
almost,RB,1
hear,VV,1
the,DAT,1
convict,JJ,1
's,GE,1
raspy,JJ,1
voice,NN,1
and,CO,1
feel,VV,1
his,PP$,1
iron,NN,1
grip,NN,1
once,RB,1
again,RB,1
During,IN,1
the,DAT,1
meal,NN,1
Pip,NP,1
's,GE,1
inner,JJ,1
turmoil,NN,1
was,VBD,1
evident,JJ,1
He,PP,1
fidgeted,VVD,1
his,PP$,1
eyes,NNS,1
darting,VVG,1
about,RB,1
especially,RB,1
glancing,VVG,1
towards,IN,1
the,DAT,1
door,NN,1
that,DT,1
led,VVD,1
to,TO,1
the,DAT,1
pantry,NN,1
where,PWS,1
the,DAT,1
food,NN,1
and,CO,1
Joe,NP,1
's,GE,1
tools,NNS,1
were,VBD,1
kept,VVN,1
The,DAT,1
loaf,NN,1
of,IN,1
bread,NN,1
usually,RB,1
a,DAT,1
symbol,NN,1
of,IN,1
sustenance,NN,1
and,CO,1
family,NN,1
bonding,VVG,1
now,RB,1
appeared,VVD,1
to,TO,1
Pip,NP,1
as,IN,1
a,DAT,1
looming,VVG,1
challenge,NN,1
How,PWS,1
could,MD,1
he,PP,1
take,VV,1
it,PP,1
without,IN,1
alerting,VVG,1
his,PP$,1
ever,RB,1
watchful,JJ,1
sister,NN,1
Mrs,NN,1
Joe,NP,1
ever,RB,1
the,DAT,1
disciplinarian,NN,1
noticed,VVD,1
Pip,NP,1
's,GE,1
restlessness,NN,1
and,CO,1
chastised,VVD,1
him,PP,1
for,IN,1
his,PP$,1
apparent,JJ,1
lack,NN,1
of,IN,1
table,NN,1
manners,NNS,1
Each,DT,1
word,NN,1
of,IN,1
reprimand,NN,1
further,RBR,1
deepened,VVD,1
Pip,NP,1
's,GE,1
sense,NN,1
of,IN,1
guilt,NN,1
His,PP$,1
mind,NN,1
raced,VVD,1
crafting,VVG,1
plans,NNS,1
of,IN,1
how,PWS,1
he,PP,1
might,MD,1
fulfill,VV,1
the,DAT,1
convict,JJ,1
's,GE,1
demands,NNS,1
without,IN,1
arousing,VVG,1
suspicion,NN,1
As,IN,1
the,DAT,1
evening,NN,1
progressed,VVD,1
Pip,NP,1
's,GE,1
determination,NN,1
grew,VVD,1
The,DAT,1
perceived,VVD,1
threat,NN,1
to,TO,1
his,PP$,1
safety,NN,1
and,CO,1
the,DAT,1
safety,NN,1
of,IN,1
his,PP$,1
family,NN,1
overrode,VVD,1
any,DT,1
moral,JJ,1
reservations,NNS,1
he,PP,1
might,MD,1
have,VH,1
had,VHN,1
Under,IN,1
the,DAT,1
cover,NN,1
of,IN,1
darkness,NN,1
he,PP,1
decided,VVD,1
he,PP,1
would,MD,1
take,VV,1
what,PWH,1
was,VBD,1
needed,VVN,1
and,CO,1
deliver,VV,1
it,PP,1
to,TO,1
the,DAT,1
convict,VV,1
The,DAT,1
chapter,NN,1
drew,VVD,1
to,TO,1
a,DAT,1
close,NN,1
with,IN,1
Pip,NP,1
now,RB,1
resolute,JJ,1
in,IN,1
his,PP$,1
course,NN,1
of,IN,1
action,NN,1
waiting,VVG,1
for,IN,1
the,DAT,1
household,NN,1
to,TO,1
fall,VV,1
asleep,RB,1
The,DAT,1
familiar,JJ,1
surroundings,NN,1
of,IN,1
his,PP$,1
home,NN,1
which,DTW,1
had,VHD,1
always,RB,1
provided,VVN,1
comfort,NN,1
now,RB,1
seemed,VVD,1
unfamiliar,JJ,1
and,CO,1
daunting,JJ,1
The,DAT,1
ticking,VVG,1
of,IN,1
the,DAT,1
clock,NN,1
the,DAT,1
soft,JJ,1
snores,NNS,1
of,IN,1
his,PP$,1
family,NN,1
and,CO,1
the,DAT,1
howling,VVG,1
wind,NN,1
outside,RB,1
formed,VVD,1
a,DAT,1
symphony,NN,1
of,IN,1
tension,NN,1
and,CO,1
suspense,NN,1
Pip,NP,1
's,GE,1
journey,NN,1
both,CO,1
physical,JJ,1
and,CO,1
moral,JJ,1
was,VBD,1
only,RB,1
just,RB,1
beginning,VVG,1
The,DAT,1
village,NN,1
of,IN,1
Kent,NP,1
with,IN,1
its,PP$,1
marshy,JJ,1
landscapes,NNS,1
and,CO,1
simple,JJ,1
folk,NN,1
had,VHD,1
always,RB,1
been,VBN,1
the,DAT,1
entirety,NN,1
of,IN,1
Pip,NP,1
's,GE,1
world,NN,1
But,CO,1
as,RB,1
with,IN,1
all,DT,1
tales,NNS,1
bearing,NN,1
destiny,NN,1
's,GE,1
fingerprints,NNS,1
this,DT,1
young,JJ,1
boy,NN,1
found,VVD,1
himself,PP,1
standing,VVG,1
at,IN,1
the,DAT,1
crossroads,NNS,1
of,IN,1
fate,NN,1
A,DAT,1
visit,NN,1
seemingly,RB,1
ordinary,JJ,1
to,TO,1
the,DAT,1
stately,JJ,1
yet,RB,1
decaying,VVG,1
Satis,NP,1
House,NP,1
was,VBD,1
destined,VVN,1
to,TO,1
leave,VV,1
an,DAT,1
indelible,JJ,1
mark,NN,1
on,IN,1
Pip,NP,1
's,GE,1
impressionable,JJ,1
soul,NN,1
In,IN,1
the,DAT,1
shadows,NNS,1
of,IN,1
the,DAT,1
previous,JJ,1
day,NN,1
's,GE,1
encounter,NN,1
with,IN,1
the,DAT,1
enigmatic,JJ,1
Miss,NP,1
Havisham,NP,1
and,CO,1
the,DAT,1
haughty,JJ,1
beauty,NN,1
Estella,NP,1
Pip,NP,1
returned,VVD,1
to,TO,1
the,DAT,1
Gargery,NP,1
household,NN,1
There,EX,1
awaited,VVD,1
him,PP,1
with,IN,1
bated,VVN,1
breath,NN,1
Joe,NP,1
Gargery,NP,1
and,CO,1
Pumblechook,NP,1
Their,PP$,1
eager,JJ,1
eyes,NNS,1
full,JJ,1
of,IN,1
curiosity,NN,1
implored,VVD,1
Pip,NP,1
to,TO,1
unravel,VV,1
the,DAT,1
mysteries,NNS,1
of,IN,1
the,DAT,1
grand,JJ,1
house,NN,1
and,CO,1
its,PP$,1
even,RB,1
grander,JJR,1
inhabitants,NNS,1
As,IN,1
the,DAT,1
trio,NN,1
settled,VVN,1
in,IN,1
the,DAT,1
snugness,NN,1
of,IN,1
the,DAT,1
Gargery,NP,1
living,NN,1
quarters,NNS,1
a,DAT,1
room,NN,1
bearing,VVG,1
the,DAT,1
weight,NN,1
of,IN,1
many,JJ,1
a,DAT,1
familial,JJ,1
gathering,NN,1
Pip,NP,1
began,VVD,1
his,PP$,1
tale,NN,1
The,DAT,1
evening,NN,1
's,GE,1
setting,VVG,1
sun,NN,1
cast,NN,1
long,JJ,1
golden,JJ,1
fingers,NNS,1
into,IN,1
the,DAT,1
room,NN,1
adding,VVG,1
a,DAT,1
dramatic,JJ,1
touch,NN,1
to,TO,1
his,PP$,1
narrative,NN,1
Pip,NP,1
painted,VVD,1
a,DAT,1
vivid,JJ,1
image,NN,1
of,IN,1
the,DAT,1
mansion,NN,1
a,DAT,1
magnificent,JJ,1
structure,NN,1
that,DT,1
had,VHD,1
with,IN,1
time,NN,1
lost,VVD,1
its,PP$,1
sheen,NN,1
mirroring,VVG,1
perhaps,RB,1
its,PP$,1
inhabitant,NN,1
Miss,NP,1
Havisham,NP,1
Her,PP$,1
rooms,NNS,1
dimly,RB,1
lit,VVN,1
and,CO,1
draped,VVN,1
in,IN,1
the,DAT,1
hues,NNS,1
of,IN,1
faded,VVN,1
luxury,NN,1
bore,VVD,1
an,DAT,1
eternal,JJ,1
mark,NN,1
of,IN,1
a,DAT,1
specific,JJ,1
moment,NN,1
in,IN,1
time,NN,1
All,DT,1
clocks,NNS,1
as,IN,1
Pip,NP,1
recalled,VVD,1
had,VHD,1
frozen,VVN,1
at,IN,1
twenty,CD,1
minutes,NNS,1
to,TO,1
nine,CD,1
This,DT,1
peculiar,JJ,1
detail,NN,1
a,DAT,1
subtle,JJ,1
yet,CO,1
powerful,JJ,1
reminder,NN,1
hinted,VVD,1
at,IN,1
a,DAT,1
moment,NN,1
of,IN,1
profound,JJ,1
significance,NN,1
in,IN,1
Miss,NP,1
Havisham,NP,1
's,GE,1
past,NN,1
However,RB,1
Pip,NP,1
's,GE,1
description,NN,1
did,VDD,1
not,XX,1
stop,VV,1
at,IN,1
the,DAT,1
mere,JJ,1
physicalities,NNS,1
of,IN,1
the,DAT,1
Satis,NP,1
House,NP,1
He,PP,1
delved,VVD,1
deep,RB,1
into,IN,1
the,DAT,1
atmosphere,NN,1
that,DT,1
enveloped,VVD,1
it,PP,1
An,DAT,1
air,NN,1
of,IN,1
stagnation,NN,1
a,DAT,1
suffocating,VVG,1
stillness,NN,1
hung,VVD,1
heavy,JJ,1
in,IN,1
its,PP$,1
corridors,NNS,1
and,CO,1
chambers,NNS,1
It,PP,1
was,VBD,1
as,RB,1
if,CO,1
the,DAT,1
house,NN,1
along,RB,1
with,IN,1
its,PP$,1
mistress,NN,1
had,VHD,1
been,VBN,1
trapped,VVN,1
in,IN,1
a,DAT,1
time,NN,1
bubble,NN,1
refusing,VVG,1
to,TO,1
move,VV,1
forward,RB,1
Miss,NP,1
Havisham,NP,1
herself,PP,1
a,DAT,1
figure,NN,1
of,IN,1
tragic,JJ,1
grandeur,NN,1
was,VBD,1
portrayed,VVN,1
by,IN,1
Pip,NP,1
with,IN,1
a,DAT,1
mixture,NN,1
of,IN,1
awe,NN,1
and,CO,1
pity,NN,1
Clad,VVN,1
in,IN,1
a,DAT,1
bridal,JJ,1
gown,NN,1
that,DT,1
had,VHD,1
seen,VVN,1
better,JJR,1
days,NNS,1
her,PP$,1
skin,NN,1
mirroring,VVG,1
the,DAT,1
pallor,NN,1
of,IN,1
her,PP$,1
surroundings,NN,1
she,PP,1
was,VBD,1
both,DT,1
intimidating,JJ,1
and,CO,1
pitiable,JJ,1
